,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2,layer
5-Phosphoribose 1-diphosphate biosynthesis,4.3326875e-08,2.0,4.3326875e-08,-0.1882489,0.033143815,2
A tetrasaccharide linker sequence is required for GAG synthesis,2.6048167e-05,8.0,2.6048167e-05,-0.10920741,0.050849315,2
AAAS,8.589698e-06,18.0,8.589698e-06,-0.12463234,-2.820897,1
AACS,2.9625244e-07,1.0,2.9625244e-07,-0.17174236,-0.0016778243,1
AAGAB,0.0,0.0,0.0,-0.17342518,0.16499789,1
AAMP,0.0,0.0,0.0,-0.17342518,0.16499789,1
AARS,1.0342781e-06,1.0,1.0342781e-06,-0.16755009,0.0015551174,1
AASDH,0.0,0.0,0.0,-0.17342518,0.16499789,1
AASDHPPT,0.0,0.0,0.0,-0.17342518,0.16499789,1
AASS,1.3091462e-08,1.0,1.3091462e-08,-0.17335083,-0.0029182085,1
AATF,2.4343996e-07,1.0,2.4343996e-07,-0.17204235,-0.0019091713,1
ABC transporter disorders,2.1319731e-06,16.0,2.1319731e-06,-0.2533546,-2.3072987,4
ABC transporters in lipid homeostasis,3.779327e-05,2.0,3.779327e-05,-0.2058853,0.025855647,2
ABC-family proteins mediated transport,3.9078608e-05,3.0,3.9078608e-05,-0.35033292,0.03506564,5
ABCA13,5.467693e-06,1.0,5.467693e-06,-0.14236656,0.020975767,1
ABCA2,1.2966217e-05,1.0,1.2966217e-05,-0.099772006,0.053823166,1
ABCA3,8.03733e-06,2.0,8.03733e-06,-0.12777,-0.13574137,1
ABCA7,2.9204593e-05,1.0,2.9204593e-05,-0.00753167,0.12495564,1
ABCB10,1.7623564e-06,1.0,1.7623564e-06,-0.16341431,0.0047444785,1
ABCB4,3.501361e-07,1.0,3.501361e-07,-0.17143628,-0.0014417694,1
ABCB6,2.5127647e-06,1.0,2.5127647e-06,-0.1591517,0.0080316635,1
ABCB7,5.508455e-07,1.0,5.508455e-07,-0.17029616,-0.0005625801,1
ABCB9,0.0,0.0,0.0,-0.17342518,0.16499789,1
ABCC10,0.0,0.0,0.0,-0.17342518,0.16499789,1
ABCC4,1.7421601e-06,1.0,1.7421601e-06,-0.16352904,0.004655996,1
ABCD1,7.2311027e-06,4.0,7.2311027e-06,-0.1323497,-0.47521996,1
ABCD3,7.366761e-05,1.0,7.366761e-05,0.24503565,0.31972662,1
ABCE1,0.0,0.0,0.0,-0.17342518,0.16499789,1
ABCF1,0.0,0.0,0.0,-0.17342518,0.16499789,1
ABCF2,0.0,0.0,0.0,-0.17342518,0.16499789,1
ABCF3,0.0,0.0,0.0,-0.17342518,0.16499789,1
ABCG1,5.8647097e-06,2.0,5.8647097e-06,-0.14011134,-0.14525858,1
ABHD10,0.0,0.0,0.0,-0.17342518,0.16499789,1
ABHD13,0.0,0.0,0.0,-0.17342518,0.16499789,1
ABHD14A,0.0,0.0,0.0,-0.17342518,0.16499789,1
ABHD14B,0.0,0.0,0.0,-0.17342518,0.16499789,1
ABHD15,0.0,0.0,0.0,-0.17342518,0.16499789,1
ABHD16A,0.0,0.0,0.0,-0.17342518,0.16499789,1
ABHD17A,0.0,0.0,0.0,-0.17342518,0.16499789,1
ABHD17B,0.0,0.0,0.0,-0.17342518,0.16499789,1
ABHD17C,0.0,0.0,0.0,-0.17342518,0.16499789,1
ABHD3,1.132993e-06,1.0,1.132993e-06,-0.16698934,0.0019875367,1
ABHD4,1.4851664e-08,1.0,1.4851664e-08,-0.17334083,-0.0029105044,1
ABHD5,0.00013499393,1.0,0.00013499393,0.59339315,0.5883676,1
ABHD6,3.666247e-08,1.0,3.666247e-08,-0.17321694,-0.002814947,1
ABHD8,0.0,0.0,0.0,-0.17342518,0.16499789,1
ABI1,5.9322792e-05,2.0,5.9322792e-05,0.16355148,0.088915445,1
ABI2,1.9005205e-05,2.0,1.9005205e-05,-0.065468185,-0.08769641,1
ABL1,0.0012983301,8.0,0.0012983301,7.201598,4.5085673,1
ABLIM1,1.9496305e-08,1.0,1.9496305e-08,-0.17331444,-0.0028901491,1
ABR,4.18822e-06,3.0,4.18822e-06,-0.14963447,-0.32057592,1
