,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2,layer
5-Phosphoribose 1-diphosphate biosynthesis,8.644905e-06,2.0,8.644905e-06,-0.1354046,0.069947466,2
A tetrasaccharide linker sequence is required for GAG synthesis,2.9351984e-06,8.0,2.9351984e-06,-0.14002381,0.02857372,2
AAAS,1.1392096e-05,18.0,1.1392096e-05,0.015233014,-2.660074,1
AACS,1.935774e-06,1.0,1.935774e-06,-0.099236414,0.055629324,1
AAGAB,0.0,0.0,0.0,-0.12266909,0.20277628,1
AAMP,0.0,0.0,0.0,-0.12266909,0.20277628,1
AARS,3.9293596e-08,1.0,3.9293596e-08,-0.12219344,0.038307212,1
AASDH,0.0,0.0,0.0,-0.12266909,0.20277628,1
AASDHPPT,0.0,0.0,0.0,-0.12266909,0.20277628,1
AASS,1.5628594e-07,1.0,1.5628594e-07,-0.12077724,0.039375793,1
AATF,6.620362e-06,1.0,6.620362e-06,-0.042529155,0.09841751,1
ABC transporter disorders,6.141919e-05,16.0,6.141919e-05,-0.072719835,-2.2133946,4
ABC transporters in lipid homeostasis,2.9123325e-05,2.0,2.9123325e-05,-0.14142147,0.06705817,2
ABC-family proteins mediated transport,0.0025893783,3.0,0.0025893783,3.1673799,3.1251316,5
ABCA13,1.6508938e-06,1.0,1.6508938e-06,-0.10268491,0.053027276,1
ABCA2,2.103885e-06,1.0,2.103885e-06,-0.09720142,0.057164818,1
ABCA3,2.0867717e-06,2.0,2.0867717e-06,-0.09740857,-0.10781948,1
ABCA7,9.491492e-07,1.0,9.491492e-07,-0.11117957,0.046617668,1
ABCB10,0.003604965,1.0,0.003604965,43.515682,32.965054,1
ABCB4,5.8784778e-08,1.0,5.8784778e-08,-0.121957496,0.03848524,1
ABCB6,0.0006268045,1.0,0.0006268045,7.464842,5.763068,1
ABCB7,0.0004179194,1.0,0.0004179194,4.936274,3.8551493,1
ABCB9,0.0,0.0,0.0,-0.12266909,0.20277628,1
ABCC10,0.0,0.0,0.0,-0.12266909,0.20277628,1
ABCC4,1.0214073e-06,1.0,1.0214073e-06,-0.110304885,0.04727766,1
ABCD1,6.222546e-06,4.0,6.222546e-06,-0.047344748,-0.39970002,1
ABCD3,1.231408e-06,1.0,1.231408e-06,-0.10776282,0.049195766,1
ABCE1,0.0,0.0,0.0,-0.12266909,0.20277628,1
ABCF1,0.0,0.0,0.0,-0.12266909,0.20277628,1
ABCF2,0.0,0.0,0.0,-0.12266909,0.20277628,1
ABCF3,0.0,0.0,0.0,-0.12266909,0.20277628,1
ABCG1,3.9113634e-06,2.0,3.9113634e-06,-0.07532177,-0.09115398,1
ABHD10,0.0,0.0,0.0,-0.12266909,0.20277628,1
ABHD13,0.0,0.0,0.0,-0.12266909,0.20277628,1
ABHD14A,0.0,0.0,0.0,-0.12266909,0.20277628,1
ABHD14B,0.0,0.0,0.0,-0.12266909,0.20277628,1
ABHD15,0.0,0.0,0.0,-0.12266909,0.20277628,1
ABHD16A,0.0,0.0,0.0,-0.12266909,0.20277628,1
ABHD17A,0.0,0.0,0.0,-0.12266909,0.20277628,1
ABHD17B,0.0,0.0,0.0,-0.12266909,0.20277628,1
ABHD17C,0.0,0.0,0.0,-0.12266909,0.20277628,1
ABHD3,1.0553715e-06,1.0,1.0553715e-06,-0.10989375,0.04758788,1
ABHD4,5.8310997e-07,1.0,5.8310997e-07,-0.11561051,0.043274328,1
ABHD5,1.3967775e-07,1.0,1.3967775e-07,-0.12097829,0.039224092,1
ABHD6,1.1344555e-05,1.0,1.1344555e-05,0.014657525,0.14156745,1
ABHD8,0.0,0.0,0.0,-0.12266909,0.20277628,1
ABI1,5.0728937e-05,2.0,5.0728937e-05,0.4914082,0.33646938,1
ABI2,9.017504e-07,2.0,9.017504e-07,-0.111753345,-0.11864326,1
ABL1,1.7426652e-05,8.0,1.7426652e-05,0.08828172,-0.9566755,1
ABLIM1,1.9474352e-05,1.0,1.9474352e-05,0.11306927,0.21582356,1
ABR,0.0014675988,3.0,0.0014675988,17.642715,13.113078,1
ABRACL,0.0,0.0,0.0,-0.12266909,0.20277628,1
ABT1,0.0,0.0,0.0,-0.12266909,0.20277628,1
ABTB1,0.0,0.0,0.0,-0.12266909,0.20277628,1
ABTB2,0.0,0.0,0.0,-0.12266909,0.20277628,1
