,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2,layer
5-Phosphoribose 1-diphosphate biosynthesis,1.1254975e-08,2.0,1.1254975e-08,-0.07733686,0.11239849,2
A tetrasaccharide linker sequence is required for GAG synthesis,1.2541949e-06,8.0,1.2541949e-06,-0.06503365,0.08117392,2
AAAS,0.000441985,18.0,0.000441985,0.17130663,-2.7424402,1
AACS,1.373161e-09,1.0,1.373161e-09,-0.10343791,0.059457857,1
AAGAB,0.0,0.0,0.0,-0.10343876,0.23665415,1
AAMP,0.0,0.0,0.0,-0.10343876,0.23665415,1
AARS,9.557291e-07,1.0,9.557291e-07,-0.102844656,0.05991227,1
AASDH,0.0,0.0,0.0,-0.10343876,0.23665415,1
AASDHPPT,0.0,0.0,0.0,-0.10343876,0.23665415,1
AASS,3.7169173e-07,1.0,3.7169173e-07,-0.10320771,0.059634186,1
AATF,5.353965e-08,1.0,5.353965e-08,-0.103405476,0.059482694,1
ABC transporter disorders,2.275918e-06,16.0,2.275918e-06,-0.10364682,-2.2134085,4
ABC transporters in lipid homeostasis,3.853227e-05,2.0,3.853227e-05,-0.09914043,0.04124063,2
ABC-family proteins mediated transport,2.4864676e-05,3.0,2.4864676e-05,-0.15240711,0.22894388,5
ABCA13,4.645433e-06,1.0,4.645433e-06,-0.10055107,0.06166913,1
ABCA2,3.4205873e-06,1.0,3.4205873e-06,-0.10131246,0.06108592,1
ABCA3,1.509296e-06,2.0,1.509296e-06,-0.10250055,-0.11702111,1
ABCA7,3.0095212e-05,1.0,3.0095212e-05,-0.084731065,0.073787026,1
ABCB10,8.366326e-07,1.0,8.366326e-07,-0.10291869,0.05985557,1
ABCB4,1.610045e-05,1.0,1.610045e-05,-0.093430445,0.067123435,1
ABCB6,1.41891e-05,1.0,1.41891e-05,-0.09461857,0.06621334,1
ABCB7,2.869384e-05,1.0,2.869384e-05,-0.08560217,0.07311977,1
ABCB9,0.0,0.0,0.0,-0.10343876,0.23665415,1
ABCC10,0.0,0.0,0.0,-0.10343876,0.23665415,1
ABCC4,2.3857822e-06,1.0,2.3857822e-06,-0.10195571,0.0605932,1
ABCD1,2.9728696e-07,4.0,2.9728696e-07,-0.10325396,-0.47199214,1
ABCD3,1.754404e-06,1.0,1.754404e-06,-0.102348186,0.060292564,1
ABCE1,0.0,0.0,0.0,-0.10343876,0.23665415,1
ABCF1,0.0,0.0,0.0,-0.10343876,0.23665415,1
ABCF2,0.0,0.0,0.0,-0.10343876,0.23665415,1
ABCF3,0.0,0.0,0.0,-0.10343876,0.23665415,1
ABCG1,5.6118824e-07,2.0,5.6118824e-07,-0.10308991,-0.11747255,1
ABHD10,0.0,0.0,0.0,-0.10343876,0.23665415,1
ABHD13,0.0,0.0,0.0,-0.10343876,0.23665415,1
ABHD14A,0.0,0.0,0.0,-0.10343876,0.23665415,1
ABHD14B,0.0,0.0,0.0,-0.10343876,0.23665415,1
ABHD15,0.0,0.0,0.0,-0.10343876,0.23665415,1
ABHD16A,0.0,0.0,0.0,-0.10343876,0.23665415,1
ABHD17A,0.0,0.0,0.0,-0.10343876,0.23665415,1
ABHD17B,0.0,0.0,0.0,-0.10343876,0.23665415,1
