,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2,layer
5-Phosphoribose 1-diphosphate biosynthesis,1.8099096e-09,2.0,1.8099096e-09,-0.08330915,0.10719561,2
A tetrasaccharide linker sequence is required for GAG synthesis,3.5999383e-06,8.0,3.5999383e-06,-0.07201575,0.07780003,2
AAAS,1.539372e-05,18.0,1.539372e-05,-0.03415133,-2.4560432,1
AACS,3.3333156e-09,1.0,3.3333156e-09,-0.08024845,0.06570289,1
AAGAB,0.0,0.0,0.0,-0.08025844,0.21602549,1
AAMP,0.0,0.0,0.0,-0.08025844,0.21602549,1
AARS,4.7257862e-07,1.0,4.7257862e-07,-0.078842975,0.06673536,1
AASDH,0.0,0.0,0.0,-0.08025844,0.21602549,1
AASDHPPT,0.0,0.0,0.0,-0.08025844,0.21602549,1
AASS,3.651984e-05,1.0,3.651984e-05,0.0291254,0.14604878,1
AATF,9.000641e-09,1.0,9.000641e-09,-0.08023148,0.06571536,1
ABC transporter disorders,6.882115e-07,16.0,6.882115e-07,-0.12078837,-2.1918004,4
ABC transporters in lipid homeostasis,1.717623e-05,2.0,1.717623e-05,-0.11042432,0.044857558,2
ABC-family proteins mediated transport,8.579413e-06,3.0,8.579413e-06,-0.17820969,0.16698734,5
ABCA13,1.0258619e-07,1.0,1.0258619e-07,-0.079951175,0.06592128,1
ABCA2,2.6519565e-05,1.0,2.6519565e-05,-0.00082731736,0.12404555,1
ABCA3,5.125166e-07,2.0,5.125166e-07,-0.078723356,-0.08350672,1
ABCA7,8.316814e-06,1.0,8.316814e-06,-0.055348005,0.08399473,1
ABCB10,7.3690626e-07,1.0,7.3690626e-07,-0.07805127,0.06731695,1
ABCB4,5.254973e-08,1.0,5.254973e-08,-0.08010104,0.06581119,1
ABCB6,6.391688e-05,1.0,6.391688e-05,0.11118472,0.20632944,1
ABCB7,3.8897684e-05,1.0,3.8897684e-05,0.036247496,0.15128064,1
ABCB9,0.0,0.0,0.0,-0.08025844,0.21602549,1
ABCC10,0.0,0.0,0.0,-0.08025844,0.21602549,1
ABCC4,3.855544e-06,1.0,3.855544e-06,-0.06871035,0.07417877,1
ABCD1,3.3682277e-06,4.0,3.3682277e-06,-0.070169955,-0.3778833,1
ABCD3,8.233068e-06,1.0,8.233068e-06,-0.05559884,0.08381046,1
ABCE1,0.0,0.0,0.0,-0.08025844,0.21602549,1
ABCF1,0.0,0.0,0.0,-0.08025844,0.21602549,1
ABCF2,0.0,0.0,0.0,-0.08025844,0.21602549,1
ABCF3,0.0,0.0,0.0,-0.08025844,0.21602549,1
ABCG1,5.63401e-06,2.0,5.63401e-06,-0.06338351,-0.07223809,1
ABHD10,0.0,0.0,0.0,-0.08025844,0.21602549,1
ABHD13,0.0,0.0,0.0,-0.08025844,0.21602549,1
ABHD14A,0.0,0.0,0.0,-0.08025844,0.21602549,1
ABHD14B,0.0,0.0,0.0,-0.08025844,0.21602549,1
ABHD15,0.0,0.0,0.0,-0.08025844,0.21602549,1
ABHD16A,0.0,0.0,0.0,-0.08025844,0.21602549,1
ABHD17A,0.0,0.0,0.0,-0.08025844,0.21602549,1
ABHD17B,0.0,0.0,0.0,-0.08025844,0.21602549,1
ABHD17C,0.0,0.0,0.0,-0.08025844,0.21602549,1
ABHD3,5.0169706e-06,1.0,5.0169706e-06,-0.06523166,0.07673421,1
ABHD4,4.7892144e-07,1.0,4.7892144e-07,-0.078823976,0.06674931,1
ABHD5,1.2290667e-10,1.0,1.2290667e-10,-0.08025807,0.06569583,1
ABHD6,6.605484e-07,1.0,6.605484e-07,-0.07827997,0.06714894,1
ABHD8,0.0,0.0,0.0,-0.08025844,0.21602549,1
ABI1,7.031404e-11,2.0,7.031404e-11,-0.08025823,-0.08463423,1
ABI2,5.651008e-07,2.0,5.651008e-07,-0.07856586,-0.08339102,1
ABL1,2.3376873e-05,8.0,2.3376873e-05,-0.0102402745,-0.93517876,1
ABLIM1,5.475173e-07,1.0,5.475173e-07,-0.07861852,0.066900246,1
